code,name,avg_amplitude,adx_ratio,max_rise_6m,ann_volatility
600233,圆通速递,3.26,94.2,37.3,36.22
600234,科新发展,6.04,94.2,152.16,59.91
600235,民丰特纸,3.1,62.5,14.92,27.57
600236,桂冠电力,4.76,89.2,76.98,40.47
600237,铜峰电子,4.87,98.3,56.91,48.77
600241,时代万恒,3.94,59.2,23.48,37.29
600246,万通发展,5.83,81.7,111.55,71.0
600248,陕建股份,1.91,81.7,11.11,20.79
600249,两面针,2.9,55.8,34.72,36.39
600250,南京商旅,3.49,83.3,30.82,56.4
600251,冠农股份,4.05,83.3,45.36,34.37
600252,中恒集团,2.58,67.5,14.72,29.08
600255,鑫科材料,3.83,88.3,57.84,45.57
600256,广汇能源,3.73,52.5,55.08,40.67
600257,大湖股份,4.16,84.2,30.99,35.2
600258,首旅酒店,3.42,68.3,11.67,32.45
600259,中稀有色,6.27,90.8,124.65,65.46
600261,阳光照明,3.06,90.0,21.05,31.26
600262,北方股份,3.92,72.5,42.59,47.27
600266,城建发展,3.97,76.7,61.04,40.63
600267,海正药业,2.71,77.5,24.38,29.78
600268,国电南自,4.61,75.8,66.57,53.22
600269,赣粤高速,1.57,69.2,5.64,16.59
600271,航天信息,3.29,83.3,39.67,36.35
600272,开开实业,2.69,76.7,12.04,34.05
600273,嘉化能源,3.34,99.2,46.15,31.35
600276,恒瑞医药,2.82,58.3,11.82,32.38
600278,东方创业,2.94,90.0,20.16,28.33
600279,重庆港,2.87,73.3,25.65,36.87
600280,中央商场,4.54,87.5,40.49,52.87
600281,华阳新材,3.75,78.3,15.82,51.43
600282,南钢股份,3.54,85.0,19.47,32.36
600283,钱江水利,1.76,90.0,6.85,17.04
600284,浦东建设,3.68,76.7,18.87,42.01
600285,羚锐制药,1.99,82.5,10.16,19.92
600287,苏豪时尚,2.86,91.7,13.79,30.02
600288,大恒科技,3.09,65.8,15.2,38.47
600292,电投水电,3.7,77.5,29.67,38.73
600293,三峡新材,4.7,72.5,34.53,44.67
600295,鄂尔多斯,4.21,85.0,54.59,38.51
600298,安琪酵母,2.76,75.0,7.56,25.6
600299,安迪苏,4.42,86.7,73.9,35.83
600300,维维股份,2.56,65.0,15.97,25.96
600301,华锡有色,6.49,82.5,93.71,64.76
600303,曙光股份,4.11,53.3,30.72,39.58
600305,恒顺醋业,1.52,79.2,5.48,15.49
600307,酒钢宏兴,4.27,86.7,47.56,43.6
600308,华泰股份,2.81,86.7,15.64,30.26
600309,万华化学,3.76,93.3,26.1,34.85
600310,广西能源,5.0,90.0,74.01,44.63
600312,平高电气,3.66,94.2,44.32,38.34
600313,农发种业,4.02,85.8,43.77,36.42
600315,上海家化,2.91,55.0,12.54,35.78
600316,洪都航空,4.6,74.2,49.03,41.6
600318,新力金融,2.91,92.5,17.39,34.52
600319,亚星化学,4.02,92.5,21.32,47.95
600320,振华重工,3.13,94.2,24.43,33.61
600322,津投城开,4.01,90.8,33.18,46.6
600323,瀚蓝环境,2.78,46.7,17.56,25.81
600325,华发股份,3.32,82.5,14.54,32.21
600326,西藏天路,2.74,85.0,10.16,47.19
600327,大东方,2.76,81.7,8.97,35.02
600328,中盐化工,3.85,83.3,31.0,33.83
600329,达仁堂,2.29,66.7,11.87,31.41
600330,天通股份,7.27,74.2,206.29,70.74
600331,宏达股份,5.45,100.0,86.71,51.09
600332,白云山,1.21,77.5,3.45,13.73
600333,长春燃气,3.43,77.5,19.22,42.02
600335,国机汽车,2.23,89.2,10.5,20.55
600336,澳柯玛,3.88,85.0,31.66,39.25
600338,西藏珠峰,5.51,84.2,100.36,54.4
600339,XD中油工,3.91,91.7,57.7,40.57
600343,航天动力,6.77,84.2,35.45,66.21
600345,长江通信,6.96,70.8,152.68,63.21
600346,恒力石化,4.97,83.3,39.52,44.08
600348,华阳股份,3.43,91.7,37.4,35.15
600350,山东高速,2.67,100.0,33.48,23.38
600351,亚宝药业,2.14,66.7,16.13,26.43
600352,浙江龙盛,4.17,85.0,57.1,35.64
600353,旭光电子,5.15,100.0,255.17,65.91
600354,敦煌种业,3.36,79.2,23.14,33.17
600356,恒丰纸业,2.91,100.0,26.12,32.19
600358,国旅联合,3.03,77.5,20.42,35.33
600359,新农开发,3.62,94.2,21.34,30.71
600360,华微电子,3.68,91.7,73.95,44.28
600361,创新新材,3.68,84.2,20.05,34.87
600362,江西铜业,4.56,74.2,68.39,54.55
600363,联创光电,4.32,88.3,36.14,45.33
600366,宁波韵升,3.55,81.7,34.97,51.59
600367,红星发展,5.95,90.8,263.22,60.55
600368,五洲交通,1.66,63.3,9.02,18.78
600369,西南证券,2.09,42.5,9.92,22.62
600371,万向德农,3.23,92.5,18.0,30.91
600372,中航机载,3.33,87.5,28.85,32.19
600373,中文传媒,2.11,95.8,11.93,24.32
600375,汉马科技,2.83,86.7,12.18,37.48
600376,首开股份,4.97,70.0,37.52,68.6
600377,宁沪高速,1.71,80.8,13.22,16.57
600378,昊华科技,4.72,94.2,136.51,43.96
600379,宝光股份,4.58,85.8,74.68,53.68
600380,健康元,2.07,71.7,10.59,24.83
600382,广东明珠,4.9,87.5,45.81,48.87
600383,金地集团,3.25,90.0,22.01,34.72
600386,北巴传媒,2.97,84.2,15.96,29.27
600388,龙净环保,3.41,94.2,33.33,30.9
600389,江山股份,4.79,80.0,39.1,44.67
600390,五矿资本,2.37,54.2,11.11,27.75
600391,航发科技,6.1,85.8,79.27,59.08
600392,盛和资源,4.89,81.7,62.72,61.45
600395,盘江股份,3.53,96.7,36.13,32.06
600396,华电辽能,6.81,99.2,670.88,66.66
600397,江钨装备,6.44,70.0,241.34,62.6
600398,海澜之家,2.24,67.5,16.7,23.55
600399,抚顺特钢,4.39,87.5,46.27,38.78
600400,红豆股份,3.82,85.8,63.0,48.39
600403,大有能源,4.6,85.0,78.64,71.59
600405,动力源,3.37,97.5,21.26,40.98
600406,国电南瑞,2.76,81.7,40.21,25.95
600408,安泰集团,5.11,55.8,22.95,67.5
600409,三友化工,5.33,81.7,52.83,43.33
600410,华胜天成,5.74,91.7,93.14,70.3
600415,小商品城,3.24,76.7,16.85,40.56
600416,湘电股份,3.73,83.3,30.49,46.32
600418,江淮汽车,3.77,80.8,21.71,42.98
600419,天润乳业,2.36,71.7,13.14,27.62
600420,国药现代,1.83,84.2,9.36,17.67
600422,昆药集团,2.02,78.3,13.28,21.58
600425,青松建化,2.3,88.3,13.12,34.36
600426,华鲁恒升,4.77,73.3,38.82,39.27
600428,中远海特,3.88,90.0,35.79,32.61
600429,三元股份,3.55,64.2,22.07,37.57
600433,冠豪高新,4.27,79.2,61.64,38.55
600435,北方导航,3.73,90.0,56.15,47.23
600436,片仔癀,1.9,85.0,9.19,19.47
600438,通威股份,3.59,70.8,18.32,45.31
600439,瑞贝卡,3.06,58.3,23.08,37.49
600444,国机通用,3.01,95.8,12.87,37.54
600446,金证股份,3.49,75.8,19.09,43.71
600448,华纺股份,3.64,72.5,23.05,38.54
600449,宁夏建材,2.78,80.0,26.12,29.3
600452,涪陵电力,4.85,100.0,74.17,43.65
600455,博通股份,3.22,91.7,21.02,27.66
600456,宝钛股份,3.79,95.8,24.55,35.86
600458,时代新材,3.51,77.5,56.02,36.49
600459,贵研铂业,4.89,82.5,57.26,52.67
600460,士兰微,3.76,85.8,90.29,43.82
600461,洪城环境,2.0,96.7,13.48,17.4
600463,空港股份,3.47,85.8,21.97,41.2
600467,好当家,2.8,72.5,10.62,34.53
600468,百利电气,4.48,88.3,44.28,55.81
600469,风神股份,3.38,79.2,21.01,30.82
600470,六国化工,5.09,84.2,51.51,51.42
600475,华光环能,5.35,87.5,45.17,68.29
600477,杭萧钢构,3.79,88.3,69.35,42.54
600478,科力远,3.58,100.0,25.9,40.93
600479,千金药业,1.83,75.8,12.83,19.59
600480,凌云股份,3.18,84.2,29.36,38.42
600481,双良节能,5.54,96.7,102.17,60.03
600482,中国动力,5.35,75.8,108.18,44.86
600483,福能股份,2.82,80.8,33.15,23.65
600486,扬农化工,4.33,87.5,29.61,41.0
600487,亨通光电,6.52,91.7,405.6,60.72
600488,津药药业,4.63,60.0,109.97,51.74
600489,中金黄金,4.1,70.8,79.27,51.84
600490,鹏欣资源,4.84,86.7,47.49,54.6
600493,凤竹纺织,4.0,66.7,16.57,41.88
600495,晋西车轴,2.49,70.0,22.38,35.68
600496,精工钢构,3.23,79.2,18.26,32.3
600497,驰宏锌锗,5.14,94.2,60.88,48.94
600498,烽火通信,7.15,82.5,202.01,62.76
600499,科达制造,4.3,76.7,62.8,44.17
600500,中化国际,4.62,100.0,137.11,45.46
600501,航天晨光,4.33,100.0,64.77,48.37
600502,安徽建工,2.61,94.2,34.72,26.68
600503,华丽家族,3.93,81.7,29.2,43.05
600505,西昌电力,3.84,75.8,22.41,41.61
600506,统一股份,3.73,96.7,28.99,52.18
600507,方大特钢,3.53,96.7,25.59,36.15
600508,上海能源,3.34,80.0,26.6,32.16
600509,天富能源,4.02,90.8,35.92,41.86
600510,黑牡丹,4.65,93.3,51.37,47.35
600511,国药股份,1.4,63.3,6.76,13.77
600512,腾达建设,2.8,61.7,14.8,26.75
600513,联环药业,4.79,95.8,73.14,63.71
600515,海南机场,2.87,79.2,16.14,36.33
600516,方大炭素,3.84,89.2,30.7,44.43
600517,国网英大,2.88,85.8,28.74,30.17
600518,康美药业,2.18,100.0,7.65,22.79
600519,贵州茅台,1.75,74.2,17.47,19.66
600520,三佳科技,4.38,71.7,62.2,41.99
600521,华海药业,2.99,76.7,20.75,45.46
600522,中天科技,6.12,94.2,243.33,52.51
600523,贵航股份,2.88,88.3,12.59,30.36
600526,菲达环保,2.61,85.8,16.96,26.23
600527,江南高纤,4.46,80.0,55.24,44.08
600528,中铁工业,2.19,90.0,22.92,32.77
600529,山东药玻,1.87,88.3,13.68,18.58
600530,交大昂立,4.55,95.0,58.92,56.26
600531,豫光金铅,4.8,85.0,126.39,61.65
600533,栖霞建设,3.67,58.3,13.91,35.2
600535,天士力,1.69,56.7,12.37,18.25
600536,中国软件,3.0,100.0,21.81,35.48
600538,国发股份,4.17,86.7,21.71,34.41
600539,狮头股份,5.91,93.3,105.28,58.33
600540,新赛股份,4.4,85.8,30.23,37.48
600545,卓郎智能,6.61,93.3,221.63,63.19
600546,山煤国际,3.77,82.5,51.49,36.43
600547,山东黄金,4.1,85.8,66.42,48.5
600548,深高速,1.56,69.2,10.34,15.67
600549,厦门钨业,6.26,100.0,137.74,57.73
600550,保变电气,5.17,86.7,88.04,55.18
600551,时代出版,2.31,78.3,10.1,37.15
600552,凯盛科技,5.36,95.0,136.62,47.63
600556,天下秀,4.55,85.8,64.26,53.19
600557,康缘药业,2.19,64.2,9.96,33.13
600558,大西洋,3.02,82.5,15.62,35.59
600559,老白干酒,2.1,87.5,11.36,22.94
600560,金自天正,2.96,93.3,13.55,26.84
600561,江西长运,3.63,85.8,18.62,34.77
600562,国睿科技,3.81,93.3,31.09,44.95
600563,法拉电子,4.35,83.3,73.94,46.69
600566,济川药业,2.62,67.5,18.94,23.73
600567,山鹰国际,2.62,80.0,12.5,28.01
600569,安阳钢铁,3.51,94.2,25.33,39.8
600570,恒生电子,2.76,93.3,20.41,36.59
600571,信雅达,3.05,95.8,20.33,38.2
600572,康恩贝,1.83,89.2,21.67,19.63
600573,惠泉啤酒,3.79,58.3,28.9,39.2
600575,淮河能源,2.99,86.7,31.13,25.75
600576,祥源文旅,3.33,69.2,18.27,39.41
600577,精达股份,4.63,91.7,49.3,50.51
600578,京能电力,4.78,85.0,109.05,47.76
600579,中化装备,3.33,91.7,17.27,41.91
600580,卧龙电驱,3.8,76.7,26.52,52.38
600582,天地科技,1.65,97.5,9.01,17.54
600583,海油工程,3.5,79.2,61.18,32.73
600584,XD长电科,4.94,79.2,155.4,50.26
600585,海螺水泥,2.27,100.0,20.79,27.0
600586,金晶科技,5.02,83.3,33.51,48.79
600587,新华医疗,2.02,92.5,16.67,24.06
600588,用友网络,3.67,82.5,50.87,45.97
600589,大位科技,6.6,65.0,95.21,63.72
600590,泰豪科技,6.11,82.5,97.86,58.32
600592,龙溪股份,3.6,77.5,18.48,52.58
600593,大连圣亚,4.3,87.5,26.57,54.12
600594,益佰制药,3.7,65.8,46.67,39.53
600595,中孚实业,5.25,90.0,34.03,54.64
600596,新安股份,4.57,79.2,59.44,46.33
600597,光明乳业,1.42,88.3,4.55,14.82
600598,北大荒,2.7,81.7,19.39,27.36
600600,青岛啤酒,1.47,68.3,6.51,16.83
600601,方正科技,4.49,76.7,54.01,60.18
600602,云赛智联,4.67,73.3,42.74,46.31
600603,广汇物流,4.26,73.3,29.84,38.83
600604,市北高新,3.13,93.3,22.41,45.19
600605,汇通能源,4.09,69.2,31.25,40.54
600606,绿地控股,3.41,63.3,24.24,36.36
600609,金杯汽车,2.5,69.2,10.92,26.68
600610,中毅达,4.63,87.5,33.6,57.22
600611,大众交通,3.03,75.0,38.29,39.47
600612,老凤祥,1.78,100.0,15.18,26.18
600613,神奇制药,2.97,91.7,21.97,27.47
600615,鑫源智造,3.88,65.0,20.92,38.04
600616,金枫酒业,2.43,82.5,11.21,27.64
600617,国新能源,4.38,75.8,43.71,49.51
600618,氯碱化工,4.39,88.3,50.38,43.64
600619,XD海立股,3.31,92.5,22.29,56.77
600620,天宸股份,3.5,78.3,11.69,38.58
600621,华鑫股份,2.49,90.8,17.6,28.37
600622,光大嘉宝,3.1,60.0,11.72,39.89
600623,华谊集团,4.28,84.2,61.73,40.16
600626,申达股份,3.59,86.7,22.32,41.47
600628,新世界,2.88,85.0,22.22,29.18
600629,华建集团,4.4,83.3,36.02,64.73
600630,龙头股份,2.54,75.8,25.0,31.06
600633,浙数文化,3.82,90.8,39.19,42.27
600635,大众公用,3.2,92.5,15.96,51.09
600637,东方明珠,3.49,75.0,67.28,46.56
603129,春风动力,3.9,75.0,24.86,42.73
603130,云中马,5.05,94.2,41.85,58.16
603131,上海沪工,4.29,80.0,28.33,53.29
603132,金徽股份,4.56,100.0,54.69,45.58
603135,中重科技,4.16,93.3,74.01,43.09
603136,天目湖,2.65,80.0,8.77,30.43
603137,恒尚节能,2.41,89.2,12.13,23.76
603138,海量数据,5.84,70.8,74.38,52.28
603139,康惠股份,5.01,89.2,123.04,47.79
603150,万朗磁塑,5.65,96.7,110.37,50.11
603151,邦基科技,3.24,60.0,10.49,49.4
603153,上海建科,2.05,100.0,15.97,26.22
603155,新亚强,4.31,92.5,69.39,50.45
603156,养元饮品,4.57,93.3,97.95,45.57
603158,腾龙股份,4.75,85.0,66.84,55.46
603159,上海亚虹,4.18,83.3,33.76,48.77
603160,汇顶科技,2.78,82.5,14.42,34.74
603161,科华控股,3.57,84.2,26.04,37.63
603162,海通发展,4.86,86.7,61.44,48.48
603163,圣晖集成,7.29,70.8,148.36,75.62
603165,荣晟环保,4.41,83.3,63.63,40.06
603166,福达股份,3.51,100.0,35.4,45.8
603167,渤海轮渡,1.5,53.3,7.55,23.76
603168,莎普爱思,3.2,71.7,13.83,33.16
603169,兰石重装,4.1,95.0,34.3,52.99
603170,宝立食品,3.01,71.7,13.66,28.42
603171,税友股份,4.76,96.7,77.44,54.48
603172,万丰股份,4.43,77.5,77.87,40.49
603173,福斯达,3.4,83.3,27.68,39.1
603175,超颖电子,5.63,85.0,64.06,67.85
603176,汇通集团,3.2,84.2,14.8,48.55
603177,德创环保,4.35,91.7,21.74,49.0
603178,圣龙股份,3.7,93.3,62.18,44.86
603179,新泉股份,5.57,90.8,63.89,59.16
603180,金牌家居,2.66,85.0,10.7,29.7
603181,皇马科技,3.54,79.2,29.1,42.8
603182,嘉华股份,3.14,65.8,24.73,28.08
603183,建研院,3.37,76.7,17.55,29.99
603185,弘元绿能,4.75,88.3,15.38,55.04
603186,华正新材,7.18,100.0,504.98,64.81
603187,海容冷链,3.0,85.8,16.4,29.88
603188,亚邦股份,4.11,92.5,35.78,38.82
603190,亚通精工,2.89,80.0,25.19,32.38
603191,望变电气,4.95,92.5,80.42,49.94
603192,汇得科技,3.4,97.5,20.99,53.24
603193,润本股份,2.81,85.8,30.59,35.97
603194,中力股份,2.77,91.7,22.96,36.46
603195,公牛集团,1.86,75.8,9.85,19.93
603196,璞源材料,4.47,85.0,41.76,47.09
603197,保隆科技,2.6,95.0,12.56,29.09
603198,迎驾贡酒,3.11,79.2,25.61,32.65
603199,九华旅游,3.0,87.5,23.33,27.75
603200,上海洗霸,4.41,100.0,28.73,55.3
603201,常润股份,2.96,61.7,36.6,31.61
603202,天有为,1.87,95.8,13.07,25.25
603203,快克智能,5.91,89.2,182.52,51.08
603205,健尔康,2.35,89.2,12.12,22.67
603206,嘉环科技,3.53,84.2,42.13,34.22
603207,小方制药,2.15,95.8,10.25,29.83
603208,江山欧派,3.29,77.5,16.88,32.14
603209,XD兴通股,2.78,78.3,15.21,31.43
603210,泰鸿万立,2.33,93.3,10.95,25.2
603211,晋拓股份,5.67,69.2,82.09,47.95
603212,赛伍技术,5.22,100.0,34.06,53.61
603213,镇洋发展,1.87,88.3,18.4,30.01
603214,爱婴室,2.97,100.0,14.71,29.0
603215,比依股份,3.19,76.7,21.29,43.71
603216,XD梦天家,5.72,78.3,64.54,63.99
603217,元利科技,4.33,88.3,50.67,41.85
603218,日月股份,2.93,80.8,30.79,32.03
603219,富佳股份,3.9,85.0,23.18,42.39
603220,中贝通信,5.12,80.8,62.46,48.27
603221,爱丽家居,3.86,100.0,24.19,43.68
603222,济民健康,4.17,84.2,34.17,57.97
603223,恒通股份,3.47,100.0,40.29,41.1
603225,新凤鸣,5.63,59.2,41.23,50.63
603226,菲林格尔,5.68,78.3,110.58,64.33
603227,雪峰科技,2.81,94.2,26.97,29.84
603228,景旺电子,5.21,76.7,63.61,66.62
603229,奥翔药业,3.09,62.5,21.33,34.11
603230,内蒙新华,2.35,59.2,11.64,26.37
603231,索宝蛋白,2.47,77.5,12.03,28.45
603232,格尔软件,4.87,75.0,30.99,61.67
603233,大参林,2.97,77.5,20.85,26.92
603235,天新药业,1.71,81.7,6.95,17.14
603236,移远通信,3.38,82.5,17.57,40.78
603237,五芳斋,2.2,60.8,12.01,23.78
603238,诺邦股份,3.46,63.3,17.87,41.51
603239,浙江仙通,4.27,89.2,31.1,49.18
603248,锡华科技,5.13,94.5,55.3,74.64
603255,鼎际得,3.79,93.3,32.82,40.32
603256,宏和科技,7.27,100.0,712.51,80.91
603257,中国瑞林,3.93,92.5,36.28,48.34
603258,电魂网络,3.27,85.8,14.73,35.71
603259,药明康德,3.19,65.8,26.77,41.7
603260,合盛硅业,3.98,81.7,42.74,45.48
603261,立航科技,4.28,83.3,121.2,43.51
603262,技源集团,2.66,89.2,26.78,31.51
603266,天龙股份,3.39,88.3,21.5,41.63
603267,鸿远电子,4.47,97.5,73.68,49.06
603268,松发股份,5.08,82.5,127.7,48.91
603269,海鸥股份,5.51,86.7,102.73,56.58
603270,金帝股份,3.58,81.7,38.08,29.98
603271,永杰新材,4.11,90.8,39.34,40.53
603273,天元智能,3.23,80.0,10.38,34.21
603275,众辰科技,3.79,75.0,30.41,48.03
603276,恒兴新材,3.19,95.8,21.71,32.8
603277,银都股份,2.24,93.3,5.19,25.05
603278,大业股份,5.67,95.8,84.2,57.95
603279,景津装备,3.81,89.2,39.39,33.29
603280,南方路机,3.27,63.3,13.61,56.87
603281,江瀚新材,3.99,90.8,44.52,35.46
603282,亚光股份,3.5,98.3,18.99,37.33
603283,赛腾股份,4.82,85.8,109.13,53.72
603284,林平发展,3.91,82.8,28.95,43.31
603285,键邦股份,5.84,88.3,123.99,53.38
603286,日盈电子,5.5,91.7,43.25,60.13
603288,海天味业,2.11,95.8,21.7,19.83
603289,泰瑞机器,4.11,75.0,26.7,36.94
603290,斯达半导,4.3,68.3,52.07,45.82
603291,联合水务,4.06,84.2,32.24,35.15
603296,华勤技术,4.37,71.7,55.5,48.54
603297,永新光学,4.34,100.0,52.93,45.45
603298,杭叉集团,3.5,90.8,25.09,37.13
603299,苏盐井神,2.83,77.5,21.62,25.8
603300,海南华铁,3.3,65.8,15.84,42.53
603301,振德医疗,4.34,73.3,49.92,49.65
603303,得邦照明,4.5,87.5,161.36,41.46
603305,旭升集团,4.18,100.0,53.69,45.1
603306,华懋科技,5.7,72.5,99.36,58.88
603307,扬州金泉,3.11,94.2,29.27,29.67
603308,应流股份,5.71,97.5,105.5,57.46
603309,维力医疗,3.31,52.5,21.74,31.4
603310,巍华新材,2.02,71.7,13.7,25.59
603311,金海高科,6.14,83.3,248.85,48.69
603312,西典新能,3.65,76.7,13.93,41.93
603313,梦百合,3.36,80.0,18.88,39.96
603315,福鞍股份,5.3,88.3,50.49,49.04
603316,诚邦股份,5.91,56.7,106.28,66.56
603317,天味食品,3.3,85.0,45.34,30.02
603318,水发燃气,5.25,78.3,120.12,51.2
603319,美湖股份,4.93,72.5,45.44,55.05
603320,迪贝电气,4.45,100.0,44.33,42.3
603321,梅轮电梯,3.18,87.5,15.14,33.65
603322,超讯科技,3.81,98.3,34.31,53.21
603323,苏农银行,1.45,81.7,6.44,17.63
603324,盛剑科技,4.47,89.2,87.15,41.56
603325,博隆技术,2.62,85.8,17.61,33.11
603326,我乐家居,3.27,76.7,17.74,32.85
603327,福蓉科技,3.5,93.3,27.04,43.05
603328,依顿电子,4.28,98.3,40.06,44.4
603329,上海雅仕,2.79,85.0,21.38,27.33
603330,天洋新材,4.0,95.8,47.03,42.85
603331,百达精工,4.54,93.3,81.12,42.69
603332,苏州龙杰,3.86,80.0,24.83,54.08
603333,福华尚纬,3.99,93.3,38.93,51.67
603334,丰倍生物,4.18,71.7,41.86,49.03
603335,迪生力,5.09,71.7,71.81,51.68
603336,宏辉果蔬,4.49,100.0,58.55,47.21
603337,杰克科技,4.25,66.7,29.58,44.89
603338,浙江鼎力,2.94,93.3,23.19,33.42
603339,四方科技,2.81,83.3,22.97,34.86
603341,龙旗科技,3.69,76.7,24.18,40.84
603344,星德胜,4.07,96.7,33.15,39.72
603345,XD安井食,3.45,89.2,38.52,28.36
603348,文灿股份,2.4,84.2,15.31,25.08
603350,安乃达,2.69,94.2,15.76,33.75
603351,威尔药业,2.96,86.7,20.82,30.91
603352,至信股份,2.96,89.5,18.09,48.9
603353,和顺石油,7.32,82.5,129.58,66.34
603355,莱克电气,4.57,89.2,31.42,41.64
603356,华菱精工,5.48,72.5,51.62,43.66
603357,设计总院,1.74,58.3,8.46,18.57
603358,华达科技,4.78,83.3,34.98,43.85
603360,百傲化学,5.14,91.7,33.23,57.32
603363,傲农生物,3.54,88.3,11.72,44.96
603365,水星家纺,3.56,73.3,19.17,36.65
603366,XD日出东,3.22,83.3,19.58,44.88
603367,辰欣药业,2.52,65.0,16.08,49.42
603368,柳药集团,1.53,72.5,6.41,18.64
603369,今世缘,2.89,78.3,18.22,28.52
603370,华新精科,2.66,85.8,18.5,37.35
603373,安邦护卫,4.03,72.5,49.91,49.13
603375,盛景微,3.81,85.0,59.01,41.41
603376,大明电子,2.58,91.7,11.34,45.61
603379,三美股份,4.02,78.3,35.41,39.0
603380,易德龙,3.96,91.7,42.86,48.58
603381,永臻股份,4.76,99.2,57.3,44.97
603382,海阳科技,2.75,90.0,10.3,50.45
603383,顶点软件,2.95,89.2,22.01,35.21
603385,惠达卫浴,3.3,86.7,11.53,27.75
603386,骏亚科技,4.46,90.0,48.01,49.82
603387,基蛋生物,3.27,91.7,30.3,31.77
603390,通达电气,3.1,100.0,36.89,46.18
603391,力聚热能,4.46,94.2,22.3,38.88
603392,万泰生物,2.79,60.8,21.69,32.22
603393,新天然气,3.98,100.0,61.0,36.55
603395,红四方,2.54,84.2,12.86,27.36
603396,金辰股份,4.42,90.0,68.68,45.77
603399,永杉锂业,5.85,85.0,146.34,56.37
603400,华之杰,4.21,90.8,71.66,79.5
603402,陕西旅游,4.56,63.9,28.28,47.8
603406,天富龙,2.18,67.5,14.42,30.67
603408,建霖家居,2.68,68.3,8.16,28.75
603409,汇通控股,3.44,90.8,28.35,31.61
603416,信捷电气,3.76,96.7,41.62,42.07
603418,友升股份,2.25,99.2,22.71,32.75
603421,鼎信通讯,5.05,90.0,47.63,47.28
603439,三力制药,3.21,79.2,62.06,33.82
603444,吉比特,3.03,85.8,17.33,45.44
603456,九洲药业,2.49,95.0,16.09,37.1
603458,勘设股份,5.74,84.2,86.09,51.47
603466,风语筑,4.56,100.0,44.69,46.74
603477,巨星农牧,3.58,76.7,23.9,35.28
603486,科沃斯,3.19,88.3,16.92,40.32
603488,展鹏科技,5.41,83.3,70.73,47.23
603489,八方股份,3.99,96.7,37.73,40.17
603496,恒为科技,4.47,88.3,46.33,49.9
603499,翔港科技,4.64,70.0,33.53,47.72
603500,祥和实业,3.37,100.0,40.91,44.31
603501,豪威集团,2.93,85.8,20.84,34.58
603505,金石资源,4.13,89.2,32.1,38.4
603506,南都物业,3.45,88.3,18.68,44.46
603507,振江股份,4.92,95.8,105.89,44.27
603508,思维列控,2.21,77.5,13.05,37.91
603511,爱慕股份,2.64,70.8,12.27,34.38
603515,欧普照明,2.76,69.2,20.38,23.86
603516,淳中科技,6.11,90.0,31.99,75.81
603518,锦泓集团,2.71,75.8,21.34,41.33
603519,立霸股份,2.76,86.7,30.22,28.14
603520,司太立,3.84,97.5,50.51,41.06
603527,众源新材,4.47,80.0,57.45,45.89
603528,多伦科技,3.71,85.8,17.68,40.89
603529,爱玛科技,2.43,78.3,16.33,27.52
603530,神马电力,4.74,86.7,74.69,48.34
603533,掌阅科技,4.73,95.8,98.84,55.78
603535,嘉诚国际,2.58,92.5,13.39,35.79
603536,惠发食品,3.24,73.3,16.17,38.8
603538,美诺华,5.59,85.8,256.03,65.15
603551,奥普科技,3.07,66.7,18.54,29.83
603556,海兴电力,3.78,99.2,29.18,38.2
603558,健盛集团,3.46,80.8,40.41,32.39
603565,中谷物流,2.37,67.5,23.15,26.77
603566,普莱柯,2.22,100.0,14.97,23.63
603567,珍宝岛,3.75,76.7,20.4,38.16
603568,伟明环保,3.5,91.7,21.63,30.59
603569,长久物流,2.62,100.0,9.08,28.85
603577,汇金通,3.92,77.5,17.71,41.38
603578,三星新材,4.78,86.7,42.86,45.61
603579,荣泰健康,3.31,100.0,25.01,51.87
603583,捷昌驱动,2.87,100.0,15.76,36.27
603585,苏利股份,4.09,100.0,51.2,52.88
603586,金麒麟,2.89,64.2,25.41,36.38
603587,地素时尚,2.17,80.0,14.8,25.88
603588,高能环境,4.99,94.2,156.01,45.96
603589,口子窖,2.24,75.8,10.43,22.21
603590,康辰药业,3.79,73.3,16.14,52.13
603596,伯特利,3.68,90.8,19.37,37.6
603598,引力传媒,5.6,83.3,104.03,58.07
603599,广信股份,4.44,74.2,45.17,36.95
603600,永艺股份,2.66,89.2,27.36,26.75
603601,再升科技,7.8,85.0,154.99,78.77
603602,纵横通信,3.61,81.7,22.13,32.98
603605,珀莱雅,2.59,96.7,21.37,27.71
603606,东方电缆,3.78,86.7,24.73,35.27
603607,京华激光,3.89,94.2,18.78,52.66
603608,天创时尚,6.6,100.0,288.75,57.03
603609,禾丰股份,2.13,71.7,8.7,20.79
603610,麒盛科技,4.06,76.7,30.19,48.99
603611,诺力股份,2.52,87.5,9.42,34.25
603612,索通发展,4.57,90.8,54.32,50.15
603613,国联股份,3.21,84.2,19.28,38.54
603615,茶花股份,4.18,87.5,35.3,41.62
603616,韩建河山,5.01,72.5,80.24,63.46
603617,君禾股份,3.0,87.5,18.38,38.57
603618,杭电股份,7.78,90.0,603.83,72.88
603619,中曼石油,4.82,91.7,114.04,55.79
603626,科森科技,6.75,92.5,91.67,66.7
603628,清源股份,3.51,85.8,24.96,34.61
603629,利通电子,7.25,97.5,822.34,68.71
603630,拉芳家化,3.61,91.7,25.56,50.82
603633,徕木股份,4.0,77.5,24.97,45.15
