code,name,avg_amplitude,adx_ratio,max_rise_6m,ann_volatility
2853,皮阿诺,5.65,100.0,61.26,47.43
2855,捷荣技术,3.33,85.0,16.59,37.69
2857,三晖电气,5.01,84.2,30.23,50.65
2858,力盛体育,4.52,74.2,26.48,42.19
2859,洁美科技,5.64,84.2,272.05,56.43
2860,星帅尔,3.76,90.8,22.46,40.63
2861,瀛通通讯,4.36,87.5,39.39,42.29
2862,实丰文化,3.74,70.8,27.72,46.66
2863,今飞凯达,2.9,73.3,13.94,29.17
2864,盘龙药业,3.29,88.3,22.76,34.54
2865,钧达股份,7.04,86.7,156.54,62.04
2866,传艺科技,4.33,85.8,71.18,47.53
2867,周大生,2.15,96.7,17.78,30.29
2868,绿康生化,4.18,74.2,32.8,45.26
2869,金溢科技,3.86,97.5,23.87,42.73
2870,香山股份,3.88,95.8,23.75,37.28
2871,伟隆股份,4.92,97.5,43.51,52.74
2873,新天药业,3.14,97.5,33.11,41.9
2875,安奈儿,4.38,83.3,60.46,45.12
2876,三利谱,3.89,91.7,44.48,34.83
2877,智能自控,3.46,67.5,21.67,41.43
2878,元隆雅图,4.25,87.5,26.14,58.93
2879,长缆科技,4.26,95.0,40.67,43.83
2880,卫光生物,3.12,75.8,21.79,27.32
2881,美格智能,3.93,86.7,38.69,43.5
2882,金龙羽,3.52,88.3,25.64,53.52
2884,凌霄泵业,2.04,74.2,10.21,21.39
2885,京泉华,5.51,95.8,134.67,61.99
2886,沃特股份,4.32,90.0,67.47,41.2
2887,绿茵生态,4.41,80.0,68.74,42.23
2888,惠威科技,4.02,89.2,47.77,43.63
2889,东方嘉盛,2.19,87.5,7.64,26.71
2890,弘宇股份,3.73,88.3,23.4,33.01
2891,中宠股份,3.28,81.7,20.16,41.0
2892,科力尔,2.86,86.7,19.84,34.61
2893,京能热力,3.37,83.3,24.6,38.98
2895,川恒股份,4.28,70.8,24.14,40.05
2896,中大力德,3.88,95.0,39.75,53.91
2897,意华股份,6.0,81.7,112.75,54.7
2899,英派斯,4.5,92.5,36.11,42.86
2900,哈三联,3.13,74.2,15.5,48.37
2901,大博医疗,2.72,52.5,10.81,37.15
2902,铭普光磁,5.12,88.3,97.38,53.51
2903,宇环数控,5.55,98.3,156.99,54.21
2905,金逸影视,3.96,70.0,46.02,52.02
2906,华阳集团,3.46,93.3,21.81,33.11
2907,华森制药,2.55,85.0,15.31,37.66
2908,德生科技,3.15,89.2,23.61,40.65
2909,集泰股份,3.82,84.2,20.92,41.09
2910,庄园牧场,4.43,79.2,39.5,49.27
2911,佛燃能源,2.96,80.8,50.13,36.79
2912,中新赛克,3.59,93.3,20.71,39.26
2913,奥士康,4.95,61.7,80.4,53.02
2915,中欣氟材,3.93,100.0,30.91,54.02
2916,深南电路,5.64,94.2,116.27,64.88
2917,金奥博,2.94,95.8,23.12,30.63
2918,蒙娜丽莎,5.08,85.8,77.13,51.75
2919,名臣健康,4.8,97.5,40.89,44.73
2920,德赛西威,3.31,72.5,16.14,40.28
2921,联诚精密,5.56,89.2,122.07,46.18
2922,伊戈尔,5.94,95.0,58.1,59.48
2923,润都股份,3.88,74.2,44.34,45.41
2925,盈趣科技,3.7,85.0,38.87,44.64
2926,华西证券,1.88,69.2,10.04,22.86
2927,泰永长征,5.47,92.5,48.44,57.99
2928,华夏航空,3.92,69.2,15.69,41.81
2929,润建股份,5.53,85.0,153.78,55.88
2930,宏川智慧,4.69,74.2,57.52,43.24
2931,锋龙股份,5.54,95.0,551.2,71.24
2933,新兴装备,3.16,85.0,10.0,32.77
2935,天奥电子,4.17,90.8,35.55,42.1
2936,郑州银行,1.38,72.5,3.72,15.43
2937,兴瑞科技,5.19,85.8,104.12,39.48
2938,鹏鼎控股,5.88,73.3,148.98,64.73
2939,长城证券,2.15,88.3,12.86,33.87
2940,昂利康,5.01,100.0,66.74,75.12
2941,新疆交建,2.78,75.8,14.99,44.13
2942,新农股份,3.52,83.3,19.14,41.84
2943,宇晶股份,6.85,95.0,155.15,61.49
2945,华林证券,3.74,78.3,46.02,37.76
2946,新乳业,3.39,67.5,12.13,37.51
2947,恒铭达,4.74,80.0,130.39,45.97
2948,青岛银行,2.55,77.5,44.08,27.89
2949,华阳国际,4.0,92.5,26.53,39.44
2950,奥美医疗,3.93,85.8,42.06,43.42
2951,金时科技,5.53,75.8,85.97,74.78
2952,亚世光电,5.04,87.5,64.84,51.24
2953,日丰股份,3.05,76.7,22.08,40.42
2955,鸿合科技,3.33,70.0,50.85,38.55
2956,西麦食品,4.06,65.8,33.22,42.99
2957,科瑞技术,6.18,89.2,244.04,56.87
2958,青农商行,1.59,68.3,6.48,18.68
2959,小熊电器,1.95,80.0,12.66,25.31
2960,青鸟智控,3.39,79.2,21.75,38.39
2961,瑞达期货,3.94,96.7,23.89,54.76
2962,五方光电,4.03,85.8,63.52,39.0
2963,豪尔赛,5.0,66.7,63.87,49.82
2965,祥鑫科技,3.57,89.2,59.36,43.65
2966,苏州银行,1.81,80.0,11.24,19.38
2967,广电计量,3.4,90.8,20.31,35.09
2968,新大正,3.72,85.8,21.68,37.8
2969,嘉美包装,7.04,69.2,802.43,72.09
2970,锐明技术,5.34,87.5,70.58,47.85
2971,和远气体,5.04,87.5,162.59,55.29
2972,科安达,3.36,70.8,63.89,31.8
2973,侨银股份,3.88,63.3,17.93,42.25
2975,博杰股份,5.74,88.3,196.28,65.27
2976,瑞玛精密,4.5,82.5,49.98,49.41
2978,安宁股份,3.38,87.5,33.85,35.16
2979,雷赛智能,3.77,71.7,90.39,39.9
2980,华盛昌,6.66,96.7,533.62,63.57
2981,朝阳科技,3.42,100.0,30.11,46.56
2982,湘佳股份,3.4,85.8,20.94,35.44
2983,芯瑞达,3.85,87.5,26.87,40.68
2984,森麒麟,2.91,87.5,11.41,27.2
2985,北摩高科,4.05,100.0,55.62,41.28
2986,宇新股份,4.73,90.8,65.39,39.87
2987,京北方,3.19,93.3,15.42,47.82
2988,豪美新材,4.61,87.5,34.98,46.97
2989,中天精装,5.44,92.5,61.73,54.65
2990,盛视科技,5.03,90.8,173.69,53.85
2991,甘源食品,2.74,80.0,11.52,26.15
2992,宝明科技,3.99,91.7,22.84,43.7
2993,奥海科技,4.76,65.8,73.68,52.06
2995,天地在线,5.54,76.7,129.32,58.67
2996,顺博合金,3.27,86.7,21.7,33.68
2997,瑞鹄模具,2.82,94.2,22.89,30.55
2998,优彩资源,4.19,100.0,37.93,41.0
2999,天禾股份,3.37,85.8,17.34,28.25
3000,劲仔食品,2.15,69.2,15.42,24.21
3001,中岩大地,3.73,94.2,42.8,43.36
3002,壶化股份,4.06,73.3,23.14,43.42
3003,天元股份,3.6,80.8,17.92,40.68
3004,声迅股份,4.93,95.0,247.98,43.64
3005,竞业达,3.03,65.0,13.43,36.45
3006,百亚股份,3.44,59.2,16.98,38.75
3007,直真科技,5.07,87.5,85.5,58.64
3008,开普检测,3.0,73.3,15.14,29.61
3009,中天火箭,5.13,100.0,64.55,60.35
3010,若羽臣,4.12,81.7,16.86,48.29
3011,海象新材,4.4,65.8,32.38,42.49
3012,东鹏控股,2.44,94.2,15.04,28.8
3013,地铁设计,2.3,94.2,31.93,24.02
3015,日久光电,3.11,100.0,18.06,37.16
3016,欣贺股份,3.14,78.3,15.29,43.61
3017,大洋生物,3.12,76.7,16.34,41.07
3018,金富科技,6.93,100.0,341.75,69.55
3019,宸展光电,4.2,69.2,51.33,47.11
3020,立方制药,2.8,88.3,14.65,41.44
3021,兆威机电,4.36,76.7,30.0,45.97
3022,联泓新科,4.31,90.0,55.64,44.83
3023,彩虹集团,4.21,75.8,63.66,48.05
3025,思进智能,3.4,93.3,33.05,30.05
3026,中晶科技,4.62,51.7,85.92,45.3
3027,同兴科技,4.51,96.7,37.72,39.52
3028,振邦智能,3.41,95.0,25.36,30.35
3029,吉大正元,3.48,73.3,11.5,50.93
3030,祖名股份,4.1,81.7,43.23,39.17
3031,中瓷电子,6.19,75.8,170.16,57.64
3032,传智教育,2.64,87.5,24.59,29.04
3033,征和工业,4.43,90.8,28.36,53.59
3035,南网能源,5.07,77.5,131.44,47.79
3036,泰坦股份,6.41,89.2,577.38,67.5
3037,三和管桩,2.64,92.5,20.22,37.77
3038,鑫铂股份,3.95,100.0,23.34,39.28
3039,顺控发展,3.09,89.2,33.99,30.51
3040,楚天龙,2.99,90.0,13.21,51.67
3041,真爱美家,6.22,83.3,71.18,68.57
3042,中农联合,3.95,85.0,61.54,45.98
3043,华亚智能,4.52,85.0,89.74,42.13
3816,中国广核,2.49,79.2,30.05,21.36
300001,特锐德,4.28,95.0,61.7,43.31
300002,神州泰岳,3.26,85.0,19.44,37.75
300003,乐普医疗,3.12,76.7,29.6,48.36
300004,南风股份,6.39,95.0,52.95,70.86
300005,探路者,5.4,65.0,82.91,51.99
300006,莱美药业,4.94,61.7,48.53,51.53
300007,汉威科技,4.25,90.8,38.49,56.87
300008,天海防务,3.97,86.7,28.85,47.86
300009,安科生物,2.39,89.2,15.0,37.79
300011,鼎汉技术,3.69,97.5,19.34,33.22
300012,华测检测,3.13,85.0,29.19,29.54
300013,新宁物流,3.7,77.5,36.94,40.62
300014,亿纬锂能,4.16,71.7,29.27,53.31
300015,爱尔眼科,2.42,92.5,17.75,24.53
300016,北陆药业,3.96,100.0,40.93,55.59
300017,网宿科技,5.89,73.3,125.59,59.04
300018,中元股份,4.82,70.0,54.6,48.57
300019,硅宝科技,3.43,75.8,14.9,48.94
300021,大禹节水,2.59,80.0,10.82,38.4
300022,吉峰科技,3.52,79.2,32.99,32.37
300024,机器人,3.35,75.0,26.48,40.57
300025,华星创业,3.5,93.3,18.76,33.13
300026,红日药业,2.17,87.5,13.89,25.41
300030,阳普医疗,3.53,81.7,21.25,42.37
300031,宝通科技,3.55,85.0,62.57,37.97
300032,金龙机电,4.09,70.8,27.02,39.25
300033,同花顺,4.12,60.8,29.2,49.45
300034,钢研高纳,4.56,90.0,36.91,40.98
300035,中科电气,3.94,93.3,28.45,49.72
300036,超图软件,3.48,95.8,30.19,35.66
300037,新宙邦,5.43,89.2,87.13,54.69
300039,上海凯宝,2.17,94.2,10.47,25.26
300040,九洲集团,4.58,88.3,55.0,46.16
300041,回天新材,3.43,78.3,58.44,41.06
300042,朗科科技,6.56,83.3,190.62,67.44
300043,星辉娱乐,4.02,90.0,33.57,58.52
300045,华力创通,4.77,94.2,52.8,52.59
300046,台基股份,3.77,89.2,27.98,50.22
300047,天源迪科,3.58,79.2,38.8,50.44
300048,合康新能,3.81,85.0,44.95,38.35
300049,福瑞医科,4.49,96.7,19.7,60.71
300050,世纪鼎利,4.1,78.3,51.03,39.92
300051,琏升科技,6.91,93.3,184.34,61.4
300052,中青宝,4.74,91.7,37.46,50.11
300053,航宇微,5.94,85.8,50.54,55.34
300054,鼎龙股份,5.48,80.8,153.31,52.54
300055,万邦达,5.25,95.8,70.23,46.31
300056,中创环保,4.83,100.0,49.15,51.64
300057,万顺新材,5.3,66.7,84.73,50.9
300058,蓝色光标,6.92,92.5,177.25,72.53
300059,东方财富,2.62,86.7,20.79,34.29
300061,旗天科技,4.34,93.3,53.79,51.9
300062,中能电气,4.8,86.7,27.25,61.77
300063,天龙集团,5.71,95.0,119.95,65.53
300065,海兰信,5.87,85.8,71.19,59.54
300066,三川智慧,4.01,93.3,32.52,62.82
300067,安诺其,4.9,79.2,95.34,59.16
300069,金利华电,5.24,76.7,228.21,75.66
300070,碧水源,2.25,99.2,10.29,22.22
300071,福石控股,5.52,81.7,63.55,68.69
300072,海新能科,4.53,100.0,34.39,55.37
300073,当升科技,3.71,86.7,28.0,40.47
300074,华平股份,3.63,90.8,19.44,34.61
300075,数字政通,3.09,100.0,20.98,33.17
300077,国民技术,5.22,93.3,51.49,48.94
300078,思创智联,4.02,81.7,49.02,52.43
300079,数码视讯,3.18,100.0,29.75,31.68
300080,易成新能,4.45,70.8,34.74,54.53
300082,奥克股份,4.99,92.5,48.83,60.84
300083,创世纪,4.15,75.0,65.92,48.39
300084,海默科技,4.99,85.0,48.64,53.08
300085,银之杰,5.54,83.3,57.17,68.48
300086,康芝药业,4.73,67.5,27.09,68.8
300087,荃银高科,3.11,84.2,19.71,37.09
300088,长信科技,4.32,81.7,82.24,47.53
300092,科新机电,3.89,86.7,20.47,55.66
300093,金刚光伏,5.17,82.5,61.32,53.24
300094,国联水产,3.52,66.7,16.85,49.3
300095,华伍股份,4.25,87.5,23.56,55.59
300097,智云股份,5.22,93.3,75.04,42.71
300098,高新兴,3.59,93.3,23.21,37.6
300099,尤洛卡,4.47,85.8,43.02,42.1
300100,双林股份,3.83,87.5,26.12,46.5
300101,振芯科技,4.63,86.7,44.76,45.83
300102,乾照光电,6.67,75.0,88.31,73.85
300103,达刚控股,4.62,75.0,50.08,45.29
300105,龙源技术,3.35,87.5,20.88,35.48
300106,西部牧业,4.44,77.5,57.2,42.36
300107,建新股份,4.12,100.0,43.6,39.13
300109,新开源,3.79,91.7,25.69,36.83
300110,华仁药业,2.98,72.5,20.56,28.48
300111,向日葵,4.54,70.0,21.38,75.2
300112,万讯自控,3.3,95.0,15.9,29.24
300113,顺网科技,5.5,69.2,56.27,60.82
300115,长盈精密,4.61,86.7,28.45,59.47
300118,东方日升,6.95,87.5,88.53,64.0
300119,瑞普生物,2.62,83.3,14.22,34.16
300120,经纬辉开,3.5,75.0,35.47,48.27
300121,阳谷华泰,4.19,84.2,22.94,49.93
300122,智飞生物,3.04,95.8,17.11,39.61
300124,汇川技术,3.13,69.2,31.81,34.36
300126,锐奇股份,4.18,83.3,16.4,43.54
300127,银河磁体,3.89,95.8,28.57,50.46
300128,锦富技术,4.57,87.5,45.79,54.12
300129,泰胜风能,6.03,74.2,100.0,54.76
300130,新国都,3.66,100.0,22.89,49.99
300131,英唐智控,6.88,68.3,108.36,71.12
300132,青松股份,4.15,90.8,22.92,40.78
300133,华策影视,4.88,93.3,53.47,57.05
300134,大富科技,3.94,87.5,20.43,37.77
300135,宝利国际,3.67,93.3,34.73,40.99
300136,信维通信,7.67,91.7,213.93,72.91
300137,先河环保,5.84,89.2,113.12,44.39
300138,晨光生物,2.77,93.3,26.91,32.77
300139,晓程科技,6.62,94.2,191.27,87.37
300140,节能环境,3.73,82.5,28.62,33.19
300141,和顺电气,5.46,65.8,66.72,57.89
300142,沃森生物,3.59,100.0,47.06,43.0
300143,盈康生命,3.72,88.3,35.62,42.52
300144,宋城演艺,2.34,92.5,14.43,23.44
300145,南方泵业,4.55,90.0,40.53,51.18
300146,汤臣倍健,2.03,80.0,9.48,22.26
300148,天舟文化,3.58,82.5,35.75,35.3
300149,睿智医药,4.05,85.8,40.0,68.58
300150,世纪瑞尔,3.13,88.3,15.9,36.79
300151,昌红科技,5.17,99.2,92.16,46.24
300153,科泰电源,5.22,81.7,37.23,61.8
300154,瑞凌股份,3.92,94.2,58.78,35.14
300155,安居宝,4.21,100.0,35.38,39.68
300157,新锦动力,5.22,100.0,123.78,69.57
300158,振东制药,3.43,71.7,16.4,55.62
300159,新研股份,3.59,82.5,58.61,50.7
300160,秀强股份,2.57,80.8,11.75,32.53
300161,华中数控,4.14,70.8,53.27,40.22
300162,雷曼光电,5.55,92.5,55.6,51.58
300163,先锋新材,5.27,95.8,72.64,59.64
300164,通源石油,7.28,89.2,353.14,90.16
300165,天瑞仪器,4.65,85.0,93.27,45.31
300166,东方国信,6.64,100.0,122.18,69.58
300168,万达信息,3.31,90.0,24.37,33.69
300169,天晟新材,4.01,90.0,20.76,51.25
300170,汉得信息,5.48,75.8,80.49,61.05
300171,东富龙,3.16,100.0,18.21,34.71
300172,中电环保,2.74,76.7,17.2,33.12
300174,元力股份,4.47,90.0,89.45,46.01
300175,朗源股份,3.26,96.7,22.97,31.6
300176,鸿特科技,3.48,85.8,25.15,28.8
300177,中海达,3.53,84.2,20.83,36.72
300179,四方达,7.88,92.5,306.22,80.27
300180,华峰超纤,3.44,85.8,14.58,44.83
300181,佐力药业,2.27,75.8,11.04,30.08
300182,捷成股份,4.32,75.0,72.78,50.95
300183,东软载波,3.26,80.0,15.76,33.63
300184,力源信息,4.65,68.3,86.71,51.47
300185,通裕重工,3.72,72.5,48.76,44.06
300187,永清环保,3.66,97.5,26.03,37.21
300188,国投智能,3.57,88.3,16.67,44.42
300189,神农种业,5.66,97.5,57.24,64.15
300190,维尔利,4.11,77.5,19.13,37.2
300191,潜能恒信,6.55,87.5,193.79,74.89
300192,科德教育,4.12,76.7,25.9,55.61
300193,佳士科技,2.7,73.3,15.54,27.22
300194,福安药业,2.01,75.8,13.03,25.23
300195,长荣股份,3.77,89.2,19.85,43.62
300196,长海股份,5.67,95.0,144.01,59.65
300197,节能铁汉,4.47,63.3,94.84,54.91
300199,翰宇药业,4.17,70.8,55.32,56.92
300200,高盟新材,4.19,100.0,33.04,50.41
300201,海伦哲,5.91,91.7,271.79,46.11
300203,聚光科技,3.94,95.0,22.21,42.12
300204,舒泰神,5.41,79.2,45.9,84.57
300206,理邦仪器,3.6,74.2,22.34,36.97
300207,欣旺达,4.06,94.2,32.14,48.5
300209,行云科技,8.06,92.5,474.13,73.87
300210,森远股份,4.56,85.0,53.83,46.31
300213,佳讯飞鸿,3.5,85.0,18.55,41.98
300214,日科化学,4.29,86.7,52.84,44.17
300215,电科院,5.45,97.5,72.64,59.01
300217,东方电热,3.49,75.8,21.32,34.97
300218,安利股份,3.12,91.7,14.55,41.77
300219,鸿利智汇,3.74,87.5,34.44,37.85
300220,金运激光,3.58,71.7,16.03,41.7
300221,银禧科技,4.9,100.0,96.98,52.54
300222,科大智能,4.28,94.2,65.12,51.42
300223,北京君正,6.1,80.0,115.41,63.18
300224,正海磁材,3.56,87.5,27.48,47.43
300225,金力泰,6.33,90.0,139.27,70.51
300226,上海钢联,4.11,61.7,38.31,46.83
300227,光韵达,5.18,67.5,54.48,47.92
300228,富瑞特装,4.48,89.2,43.21,43.59
300229,拓尔思,4.53,85.8,66.47,54.22
300230,永利股份,2.5,87.5,15.4,29.73
300231,银信科技,3.78,64.2,27.49,39.4
300232,洲明科技,3.55,81.7,22.09,37.71
300233,金城医药,3.19,94.2,17.35,37.54
300234,开尔新材,4.99,78.3,126.64,41.13
300235,方直科技,3.94,64.2,23.64,43.22
300236,上海新阳,5.93,73.3,91.39,58.97
300238,冠昊生物,3.58,89.2,28.88,48.29
300239,东宝生物,3.6,81.7,21.73,33.1
300240,飞力达,3.14,100.0,10.45,38.21
300241,瑞丰光电,4.22,95.8,46.33,42.14
300242,佳云科技,5.21,89.2,37.17,47.9
300243,瑞丰高材,6.03,89.2,128.88,60.36
300244,迪安诊断,4.92,79.2,91.31,54.18
300246,宝莱特,6.56,89.2,168.28,60.27
300247,融捷健康,3.5,95.0,18.25,40.31
300248,新开普,3.89,97.5,34.63,45.74
300249,依米康,5.14,90.8,40.68,53.64
300250,初灵信息,4.1,78.3,20.02,66.42
300251,光线传媒,3.94,89.2,69.82,54.27
300252,金信诺,4.92,64.2,51.34,55.27
300253,卫宁健康,4.39,96.7,70.68,51.12
300254,仟源医药,4.66,90.8,45.63,47.53
300255,常山药业,5.35,88.3,30.57,77.09
300256,星星科技,2.93,70.0,10.53,35.16
300257,开山股份,5.43,82.5,174.87,53.2
300258,精锻科技,4.18,92.5,35.5,51.75
300259,新天科技,4.67,85.0,77.01,52.87
300260,新莱应材,5.03,98.3,82.95,67.87
300261,雅本化学,3.15,81.7,14.2,37.31
300263,隆华科技,4.98,92.5,102.8,56.09
300264,佳创视讯,6.64,100.0,79.45,61.33
300265,通光线缆,7.78,87.5,97.76,75.66
300266,兴源环境,3.82,86.7,15.92,40.53
300267,尔康制药,4.74,95.8,41.94,51.36
300268,佳沃食品,3.92,70.8,25.04,41.77
300269,联建光电,5.66,75.8,51.04,69.41
300270,中威电子,5.01,83.3,54.2,59.4
300271,华宇软件,3.31,65.0,21.06,36.26
300272,开能健康,3.5,81.7,20.31,40.1
300274,阳光电源,4.96,81.7,56.2,61.03
300275,梅安森,3.54,61.7,20.58,42.36
300276,三丰智能,4.33,95.0,43.39,45.45
300277,汽轮科技,5.99,95.8,104.26,64.71
300278,华昌达,3.51,90.8,20.91,37.9
300279,和晶科技,4.77,96.7,63.37,45.36
300281,金明精机,3.49,86.7,29.48,40.27
300283,温州宏丰,6.08,85.8,264.19,66.42
300284,苏交科,2.66,95.0,11.74,30.25
300285,国瓷材料,6.61,90.8,279.8,69.34
300286,安科瑞,4.81,91.7,59.87,46.75
300287,飞利信,3.41,95.0,21.37,40.47
300288,朗玛信息,3.17,76.7,21.68,31.9
300289,利德曼,3.2,92.5,19.93,59.81
300290,荣科科技,4.48,95.8,22.6,65.15
300291,百纳千成,5.63,78.3,94.93,68.14
300292,吴通控股,4.24,80.8,60.73,42.11
300293,蓝英装备,3.6,90.8,29.31,48.16
300294,博雅生物,2.34,80.8,11.03,20.64
300296,利亚德,4.03,94.2,52.61,40.71
300298,三诺生物,2.22,90.0,15.63,24.72
300299,富春股份,3.77,88.3,21.32,50.64
300300,海峡创新,6.61,90.0,36.21,94.12
300302,同有科技,6.23,84.2,243.15,68.94
300303,聚飞光电,5.05,89.2,84.08,51.6
300304,云意电气,4.36,80.8,69.03,52.72
300305,裕兴股份,3.89,80.8,37.37,34.06
300306,远方信息,3.23,78.3,14.51,32.63
300307,慈星股份,2.9,88.3,41.26,32.49
300308,中际旭创,5.29,75.8,163.12,70.31
300310,宜通世纪,4.1,82.5,20.75,42.28
300313,天山生物,4.4,100.0,43.52,58.47
300314,戴维医疗,3.01,92.5,18.32,33.29
300315,掌趣科技,3.67,90.8,48.02,44.09
300316,晶盛机电,6.0,90.8,79.39,64.32
300317,珈伟新能,5.67,91.7,86.36,54.41
300318,博晖创新,3.43,63.3,22.6,40.63
300319,麦捷科技,4.74,100.0,195.21,52.11
300320,海达股份,3.24,92.5,25.94,34.62
300321,同大股份,5.38,92.5,69.37,60.17
300322,硕贝德,6.55,80.0,51.4,67.17
300323,华灿光电,6.08,83.3,152.43,57.8
300324,旋极信息,3.93,66.7,20.92,60.17
300327,中颖电子,3.95,88.3,35.24,44.21
300328,宜安科技,5.51,90.8,41.61,60.22
300329,海伦钢琴,4.27,55.0,17.9,49.94
300331,苏大维格,6.35,80.0,138.5,66.88
300332,天壕能源,3.95,95.0,38.7,48.11
300333,兆日科技,4.06,86.7,41.04,53.56
300334,津膜科技,4.36,100.0,95.2,42.94
300335,迪森股份,4.21,85.8,60.39,46.32
300337,银邦股份,5.57,93.3,70.92,56.6
300339,润和软件,3.83,82.5,27.94,46.24
300340,科恒股份,4.0,74.2,16.27,67.12
300341,麦克奥迪,3.34,90.8,16.87,37.03
300342,天银机电,7.95,94.2,176.53,68.63
300343,联创股份,3.28,84.2,29.48,37.22
300345,华民股份,5.33,93.3,47.32,58.22
300346,南大光电,5.14,93.3,67.32,54.88
300347,泰格医药,4.07,100.0,30.51,41.48
300348,长亮科技,3.49,81.7,17.66,44.73
300349,金卡智能,4.57,85.8,48.49,48.95
300350,华鹏飞,3.29,83.3,10.87,37.93
300351,永贵电器,4.54,96.7,84.57,50.02
300353,东土科技,4.08,80.0,29.95,54.32
300354,东华测试,3.56,90.0,17.27,41.08
300355,蒙草生态,2.52,90.8,13.55,30.66
300357,我武生物,3.01,85.8,15.03,37.76
300358,楚天科技,3.54,99.2,32.07,42.65
300359,全通教育,3.46,90.0,16.76,32.89
300360,炬华科技,2.82,90.8,14.21,33.72
300363,博腾股份,3.61,95.8,26.58,49.27
300364,中文在线,5.4,84.2,81.25,67.96
300365,恒华科技,3.74,95.0,20.03,34.36
300368,汇金股份,4.55,89.2,29.74,84.59
300369,绿盟科技,4.54,100.0,49.18,44.35
300370,安控科技,3.42,95.8,16.28,35.2
300371,汇中股份,3.43,95.8,19.37,40.49
300373,扬杰科技,5.0,78.3,107.81,53.67
300374,中铁装配,3.01,59.2,11.05,35.86
300375,鹏翎股份,3.72,87.5,17.92,38.22
300376,易事特,4.56,98.3,35.51,45.81
300377,赢时胜,5.27,81.7,45.97,56.86
300378,鼎捷数智,4.88,78.3,56.32,64.86
300380,安硕信息,3.6,86.7,19.35,41.97
300381,溢多利,3.45,87.5,22.61,30.42
300382,斯莱克,4.94,90.8,66.95,53.0
300383,光环新网,5.62,50.8,52.44,55.84
300384,三联虹普,3.09,98.3,21.74,31.4
300386,飞天诚信,3.36,94.2,24.45,45.69
300387,富邦科技,3.57,96.7,22.77,30.85
300388,节能国祯,2.52,95.0,14.23,35.38
300389,艾比森,4.16,80.0,33.8,55.64
300390,天华新能,7.36,85.0,157.75,76.13
300393,中来股份,6.38,90.8,91.54,56.11
300394,天孚通信,6.72,72.5,169.44,86.54
300395,菲利华,6.51,78.3,73.85,76.17
300397,天和防务,4.47,87.5,45.35,46.99
300398,飞凯材料,5.29,100.0,118.12,54.54
300399,天利科技,4.37,76.7,31.25,61.2
300400,劲拓股份,5.56,100.0,148.34,55.88
300401,花园生物,4.27,100.0,91.64,44.42
300402,宝色股份,3.8,86.7,18.57,49.42
300403,汉宇集团,3.26,98.3,16.34,43.59
300404,博济医药,3.32,89.2,38.41,44.59
300405,科隆股份,4.19,95.8,25.21,48.61
300406,九强生物,2.37,85.8,17.31,25.11
300407,凯发电气,4.0,89.2,28.85,39.04
300408,三环集团,5.28,89.2,268.82,58.77
300409,道氏技术,4.34,90.8,63.28,57.96
300410,正业科技,4.61,80.8,74.24,60.38
300411,金盾股份,3.58,85.8,37.24,53.89
300412,迦南科技,3.22,82.5,14.34,33.59
300413,芒果超媒,2.93,100.0,26.82,40.88
300414,中光防雷,4.5,96.7,49.42,64.28
300415,伊之密,3.1,90.0,16.45,33.7
300416,苏试试验,4.46,95.8,27.75,43.57
300417,南华仪器,4.08,86.7,34.69,34.49
300418,昆仑万维,5.74,70.0,63.4,67.09
300420,五洋自控,4.14,92.5,127.7,46.87
300421,力星股份,5.2,100.0,36.82,62.63
300422,博世科,3.69,100.0,34.9,45.28
300423,昇辉科技,4.68,85.8,42.26,54.02
300424,航新科技,4.58,75.8,40.46,44.19
300425,中建环能,2.45,84.2,9.85,23.51
300426,华智数媒,4.54,76.7,34.84,44.43
300427,红相股份,6.26,85.0,49.79,75.77
300428,立中集团,3.25,90.0,17.11,41.43
300429,强力新材,4.38,88.3,34.46,48.89
300432,富临精工,4.95,100.0,83.85,54.33
300433,蓝思科技,5.18,100.0,117.68,58.49
300434,金石亚药,3.04,90.8,31.59,41.48
300435,中泰股份,5.23,94.2,62.9,55.23
300436,广生堂,6.32,77.5,68.79,90.79
300437,清水源,5.85,83.3,42.38,73.96
300438,鹏辉能源,6.4,76.7,111.95,64.21
300439,美康生物,2.41,84.2,15.28,24.62
300440,运达科技,4.88,87.5,71.46,46.85
300441,鲍斯股份,2.36,85.8,10.19,25.57
300442,润泽科技,5.79,92.5,107.65,61.95
300443,金雷股份,4.06,100.0,26.25,40.92
300444,双杰电气,6.17,92.5,88.44,63.43
300445,康斯特,4.45,85.8,39.3,49.2
300446,航天智造,3.92,96.7,30.5,45.55
300447,全信股份,5.21,94.2,39.92,45.39
300448,浩云科技,5.42,93.3,46.35,50.43
300449,汉邦高科,4.49,96.7,77.35,54.0
300450,先导智能,4.68,90.0,35.11,60.37
300451,创业慧康,3.6,78.3,38.12,37.39
300452,山河药辅,2.85,95.8,27.54,41.51
300453,三鑫医疗,2.97,82.5,22.52,34.62
300454,深信服,5.52,88.3,66.07,59.88
300455,航天智装,5.05,76.7,56.27,67.23
300456,赛微电子,5.93,66.7,34.65,74.71
300457,赢合科技,4.06,77.5,24.84,51.9
300458,全志科技,3.69,92.5,41.72,44.11
300459,汤姆猫,3.71,71.7,36.65,40.3
300461,田中精机,8.26,60.0,296.4,68.95
300463,迈克生物,2.25,89.2,26.9,29.42
